Unique ID,ID,Monomer 1,Monomer 2,Orientation,Rot ID,Axis,Angle,Dist.,CCSD(T)/CBS,CCSD(T)/haTZ,CCSD/haTZ,CCSD/CBS,MP2/CBS,MP2/haTZ,MP2/aTZ,MP2/aQZ,HF/haTZ,HF/aTZ,HF/aQZ,SAPT2+/aDZ Elst,SAPT2+/aDZ Exch,SAPT2+ Ind,SAPT2+/aDZ Disp,SAPT2+/aDZ Tot
2875,46,Peptide,Pentane,,B,y,-30,0.9,-0.45169,-0.09296,0.79,0.43127,-0.58108,-0.22235,-0.32735,-0.47791,5.54787,5.54316,5.53397,-3.62573,10.76378,-1.06845,-6.39771,-0.32811
2876,46,Peptide,Pentane,,B,y,30,0.9,-0.41139,-0.12584,0.55655,0.271,-0.48566,-0.20011,-0.29152,-0.40731,4.18691,4.17957,4.17115,-2.62602,8.47781,-1.25394,-4.94579,-0.34794
2877,46,Peptide,Pentane,,B,y,-30,0.95,-1.7584,-1.53821,-0.91481,-1.13499,-1.82078,-1.60059,-1.68256,-1.76386,2.36994,2.36706,2.36375,-1.68756,4.85393,-0.53183,-4.37375,-1.73921
2878,46,Peptide,Pentane,,B,y,30,0.95,-1.41829,-1.23828,-0.75892,-0.93893,-1.44805,-1.26804,-1.3418,-1.40453,1.75393,1.74809,1.74501,-1.25085,3.82835,-0.6036,-3.37663,-1.40273
2879,46,Peptide,Pentane,,B,y,-30,1,-1.91228,-1.77507,-1.33241,-1.46962,-1.94878,-1.81157,-1.87407,-1.91773,0.95939,0.9576,0.95647,-0.79028,2.1576,-0.27926,-3.02757,-1.93952
2880,46,Peptide,Pentane,,B,y,30,1,-1.53771,-1.42186,-1.08206,-1.19791,-1.55398,-1.43813,-1.4958,-1.52991,0.67792,0.67368,0.67255,-0.60341,1.70585,-0.30726,-2.3441,-1.54891
2881,46,Peptide,Pentane,,B,y,-30,1.05,-1.67162,-1.58523,-1.26843,-1.35482,-1.69887,-1.61247,-1.65858,-1.68204,0.35056,0.34925,0.34885,-0.37971,0.94725,-0.15612,-2.12351,-1.71208
2882,46,Peptide,Pentane,,B,y,30,1.05,-1.34915,-1.27382,-1.03018,-1.10551,-1.36327,-1.28794,-1.33129,-1.34996,0.21988,0.21702,0.2166,-0.30136,0.75176,-0.16702,-1.65438,-1.37101
2883,46,Peptide,Pentane,,B,y,-30,1.1,-1.34601,-1.29143,-1.06245,-1.11704,-1.36982,-1.31524,-1.34822,-1.36079,0.09703,0.09595,0.09573,-0.19256,0.41175,-0.09321,-1.51077,-1.38478
2884,46,Peptide,Pentane,,B,y,30,1.1,-1.09246,-1.04361,-0.86652,-0.91537,-1.10728,-1.05844,-1.08966,-1.0999,0.03555,0.03368,0.03356,-0.15937,0.32819,-0.09766,-1.18745,-1.1163
2885,46,Peptide,Pentane,,B,z,-30,0.7,41.14248,43.29048,46.71833,44.57033,38.69013,40.83813,40.55102,39.46127,66.88505,66.87711,66.84411,-49.01467,130.85838,-13.13184,-29.16675,39.54512
2886,46,Peptide,Pentane,,B,z,30,0.7,49.6416,51.69409,55.24708,53.19459,47.61012,49.66262,49.39125,48.33416,76.03545,76.03082,75.96594,-41.67655,138.82501,-19.04977,-30.99501,47.10368
2887,46,Peptide,Pentane,,B,z,-30,0.8,7.00513,7.99886,9.9848,8.99107,6.07468,7.0684,6.86384,6.40006,21.11294,21.10392,21.08604,-15.68802,42.76116,-4.39337,-15.48015,7.19962
2888,46,Peptide,Pentane,,B,z,30,0.8,8.41415,9.33532,11.33063,10.40946,7.76413,8.6853,8.48252,8.05668,22.47692,22.46918,22.44425,-12.94873,42.11645,-5.17961,-15.58847,8.39964
2889,46,Peptide,Pentane,,B,z,-30,0.9,-1.47079,-1.00802,0.13533,-0.32744,-1.80554,-1.34276,-1.48757,-1.67508,6.26326,6.25402,6.24529,-4.70421,13.11759,-1.49954,-8.34305,-1.42921
2890,46,Peptide,Pentane,,B,z,30,0.9,-1.40918,-0.99738,0.12095,-0.29086,-1.60405,-1.19224,-1.34207,-1.49616,6.11875,6.11343,6.10719,-3.7676,11.9073,-1.43244,-8.0854,-1.37814
2891,46,Peptide,Pentane,,B,z,-30,0.95,-2.41048,-2.09589,-1.22997,-1.54456,-2.61483,-2.30024,-2.41762,-2.53343,3.32972,3.32226,3.31799,-2.51946,7.12047,-0.89238,-6.15185,-2.44323
2892,46,Peptide,Pentane,,B,z,30,0.95,-2.45779,-2.17916,-1.34149,-1.62012,-2.57069,-2.29206,-2.41608,-2.50675,3.0766,3.07395,3.0709,-2.02424,6.21456,-0.77726,-5.89224,-2.47918
2893,46,Peptide,Pentane,,B,z,-30,1,-2.53559,-2.32159,-1.66562,-1.87962,-2.66585,-2.45185,-2.54434,-2.61532,1.73957,1.73404,1.7323,-1.32836,3.82155,-0.54174,-4.55411,-2.60266
2894,46,Peptide,Pentane,,B,z,30,1,-2.59783,-2.40794,-1.77912,-1.96901,-2.67073,-2.48083,-2.58053,-2.6334,1.49089,1.48999,1.48828,-1.10092,3.21273,-0.43672,-4.32762,-2.65253
2895,46,Peptide,Pentane,,B,z,-30,1.05,-2.30906,-2.16227,-1.66448,-1.81127,-2.39768,-2.25088,-2.32209,-2.36604,0.8913,0.88721,0.88661,-0.68764,2.02965,-0.33722,-3.39002,-2.38523
2896,46,Peptide,Pentane,,B,z,30,1.05,-2.36117,-2.23098,-1.75703,-1.88721,-2.415,-2.28482,-2.36296,-2.39349,0.67916,0.67882,0.67775,-0.61548,1.64723,-0.25637,-3.20576,-2.43037
2897,46,Peptide,Pentane,,B,z,-30,1.1,-1.96453,-1.86313,-1.48412,-1.58552,-2.02956,-1.92816,-1.98233,-2.0097,0.44615,0.4429,0.44275,-0.34732,1.06723,-0.21635,-2.54011,-2.03654
2898,46,Peptide,Pentane,,B,z,30,1.1,-2.00643,-1.91687,-1.55759,-1.64714,-2.05099,-1.96143,-2.02108,-2.03866,0.27213,0.27171,0.27103,-0.36013,0.83843,-0.15809,-2.39711,-2.07691
2899,47,Benzene,Benzene,TS,,,,0.7,7.52208,8.45329,10.49576,9.56455,4.50944,5.44065,5.3233,4.85418,21.28359,21.28441,21.28771,-15.23571,41.82125,-4.2493,-14.72413,7.6121
2900,47,Benzene,Benzene,TS,,,,0.8,0.53258,1.12595,2.58576,1.99239,-1.50175,-0.90837,-1.00803,-1.29265,10.06566,10.06224,10.06418,-7.90796,21.14662,-2.33344,-10.28128,0.62394
2901,47,Benzene,Benzene,TS,,,,0.9,-2.1531,-1.76845,-0.72621,-1.11087,-3.53847,-3.15382,-3.23998,-3.41263,4.44812,4.44131,4.44111,-4.13764,10.40915,-1.26644,-7.19712,-2.19205
2902,47,Benzene,Benzene,TS,,,,0.95,-2.65127,-2.34106,-1.46078,-1.77099,-3.80064,-3.49043,-3.56898,-3.70316,2.84364,2.83664,2.83603,-3.01904,7.23839,-0.93421,-6.02847,-2.74332
2903,47,Benzene,Benzene,TS,,,,1,-2.83377,-2.58399,-1.84056,-2.09034,-3.79153,-3.54175,-3.61174,-3.71596,1.74282,1.73675,1.73609,-2.22366,5.00757,-0.69169,-5.0529,-2.96068
2904,47,Benzene,Benzene,TS,,,,1.05,-2.81786,-2.61771,-1.98973,-2.18989,-3.62003,-3.41988,-3.48059,-3.56139,0.99668,0.99232,0.99187,-1.65836,3.44859,-0.51493,-4.24033,-2.96502
2905,47,Benzene,Benzene,TS,,,,1.1,-2.68453,-2.52502,-1.99432,-2.15383,-3.35993,-3.20042,-3.25182,-3.31435,0.49833,0.49597,0.49591,-1.2562,2.36548,-0.38591,-3.56369,-2.84032
2906,47,Benzene,Benzene,TS,A,y,-30,0.7,6.82323,7.53983,9.18226,8.46566,4.63939,5.35599,5.25835,4.90126,17.46572,17.46276,17.46452,-12.84347,35.49138,-4.47674,-11.41035,6.76081
2907,47,Benzene,Benzene,TS,A,y,30,0.7,8.30981,9.12559,10.94019,10.12441,5.87523,6.691,6.58844,6.17397,20.2634,20.25852,20.25344,-15.18699,40.57588,-4.23732,-12.63472,8.51686
2908,47,Benzene,Benzene,TS,A,y,-30,0.8,0.58306,1.00508,2.10512,1.68311,-0.7801,-0.35808,-0.43508,-0.63372,7.49529,7.49215,7.4941,-6.12957,16.32342,-2.15364,-7.42564,0.61456
2909,47,Benzene,Benzene,TS,A,y,30,0.8,0.8487,1.31815,2.51368,2.04423,-0.66092,-0.19147,-0.26918,-0.49673,8.48204,8.47846,8.4759,-6.96461,18.04804,-1.98782,-8.11132,0.98429
2910,47,Benzene,Benzene,TS,A,y,-30,0.9,-1.5571,-1.30659,-0.57074,-0.82125,-2.42053,-2.17003,-2.22999,-2.34012,2.92773,2.92492,2.92499,-2.9543,7.24289,-1.01643,-4.86649,-1.59433
2911,47,Benzene,Benzene,TS,A,y,30,0.9,-1.62842,-1.35536,-0.56466,-0.83772,-2.58609,-2.31303,-2.3714,-2.49596,3.25556,3.25354,3.2525,-3.26671,7.81718,-0.92708,-5.26113,-1.63775
2912,47,Benzene,Benzene,TS,A,y,-30,0.95,-1.88714,-1.69439,-1.09254,-1.2853,-2.58062,-2.38787,-2.43966,-2.52118,1.72807,1.72584,1.72578,-2.07737,4.77098,-0.6979,-3.94985,-1.95414
2913,47,Benzene,Benzene,TS,A,y,30,0.95,-2.00521,-1.79681,-1.15302,-1.36142,-2.7761,-2.5677,-2.61752,-2.70926,1.90787,1.90678,1.90664,-2.27519,5.10113,-0.63511,-4.25301,-2.06219
2914,47,Benzene,Benzene,TS,A,y,-30,1,-1.96466,-1.81688,-1.32435,-1.47214,-2.52585,-2.37806,-2.42182,-2.48189,0.9531,0.95172,0.95188,-1.48076,3.12345,-0.48072,-3.213,-2.05104
2915,47,Benzene,Benzene,TS,A,y,30,1,-2.09618,-1.93769,-1.41297,-1.57146,-2.72157,-2.56308,-2.60485,-2.67202,1.04413,1.04408,1.04482,-1.61048,3.31278,-0.43749,-3.44659,-2.18178
2916,47,Benzene,Benzene,TS,A,y,-30,1.05,-1.89681,-1.78415,-1.38067,-1.49333,-2.35468,-2.24202,-2.27814,-2.32216,0.46219,0.46174,0.4623,-1.07398,2.03431,-0.333,-2.61978,-1.99246
2917,47,Benzene,Benzene,TS,A,y,30,1.05,-2.02573,-1.90585,-1.47756,-1.59744,-2.53717,-2.41728,-2.45151,-2.5004,0.49985,0.5008,0.50229,-1.16314,2.14241,-0.30378,-2.80159,-2.12611
2918,47,Benzene,Benzene,TS,A,y,-30,1.1,-1.75282,-1.66754,-1.33648,-1.42176,-2.12956,-2.04428,-2.07343,-2.10548,0.15887,0.15929,0.16024,-0.79525,1.31918,-0.23245,-2.14244,-1.85097
2919,47,Benzene,Benzene,TS,A,y,30,1.1,-1.8723,-1.78213,-1.4319,-1.52208,-2.29392,-2.20374,-2.23126,-2.26659,0.16442,0.16614,0.16824,-0.86033,1.38053,-0.21307,-2.28447,-1.97735
2920,47,Benzene,Benzene,TS,A,z,-30,0.7,5.96231,6.59875,8.0666,7.43016,3.97075,4.60719,4.51683,4.20333,15.41531,15.41359,15.41882,-11.11511,31.17244,-4.08303,-10.21685,5.75746
2921,47,Benzene,Benzene,TS,A,z,30,0.7,11.45247,12.38912,14.3298,13.39315,9.04773,9.98438,9.871,9.38951,24.65447,24.64747,24.63436,-16.39567,46.35804,-4.25005,-13.99978,11.71254
2922,47,Benzene,Benzene,TS,A,z,-30,0.8,0.49819,0.87563,1.86377,1.48632,-0.75791,-0.38046,-0.45068,-0.62674,6.67082,6.66837,6.67206,-5.38455,14.51612,-1.9945,-6.67722,0.45985
2923,47,Benzene,Benzene,TS,A,z,30,0.8,1.62237,2.14195,3.41111,2.89153,0.17715,0.69673,0.61219,0.35785,9.92179,9.91594,9.90923,-7.05833,19.61906,-1.95826,-8.7925,1.80997
2924,47,Benzene,Benzene,TS,A,z,-30,0.9,-1.41034,-1.18567,-0.52174,-0.74641,-2.2121,-1.98743,-2.04068,-2.13947,2.61568,2.61276,2.6135,-2.63008,6.50512,-0.95424,-4.39413,-1.47334
2925,47,Benzene,Benzene,TS,A,z,30,0.9,-1.49584,-1.2057,-0.37334,-0.66348,-2.39123,-2.10109,-2.16406,-2.29679,3.73519,3.73139,3.72808,-3.08826,8.07506,-0.89187,-5.57855,-1.48362
2926,47,Benzene,Benzene,TS,A,z,-30,0.95,-1.71196,-1.53887,-0.99476,-1.16785,-2.35804,-2.18495,-2.23063,-2.30413,1.54158,1.53895,1.53934,-1.86301,4.30361,-0.65926,-3.57455,-1.7932
2927,47,Benzene,Benzene,TS,A,z,30,0.95,-1.95596,-1.73889,-1.06442,-1.28149,-2.67053,-2.45346,-2.50717,-2.60246,2.20492,2.2024,2.20039,-2.07143,5.13665,-0.60421,-4.46222,-2.00122
2928,47,Benzene,Benzene,TS,A,z,-30,1,-1.78747,-1.65469,-1.20862,-1.3414,-2.31189,-2.1791,-2.21761,-2.27195,0.84446,0.84256,0.84295,-1.3388,2.82901,-0.45657,-2.91404,-1.8804
2929,47,Benzene,Benzene,TS,A,z,30,1,-2.06971,-1.90757,-1.36065,-1.5228,-2.6456,-2.48345,-2.52855,-2.59658,1.24612,1.24494,1.24408,-1.40978,3.25247,-0.41229,-3.58018,-2.14978
2930,47,Benzene,Benzene,TS,A,z,-30,1.05,-1.73169,-1.63019,-1.26418,-1.36568,-2.16077,-2.05927,-2.09102,-2.13114,0.40092,0.40005,0.40054,-0.9797,1.84968,-0.31766,-2.38144,-1.82912
2931,47,Benzene,Benzene,TS,A,z,30,1.05,-1.99554,-1.8748,-1.4308,-1.55154,-2.46423,-2.3435,-2.38065,-2.42893,0.65324,0.65331,0.6534,-0.97824,2.05168,-0.28415,-2.88236,-2.09307
2932,47,Benzene,Benzene,TS,A,z,-30,1.1,-1.60634,-1.52891,-1.22819,-1.30562,-1.96036,-1.88293,-1.90848,-1.93822,0.12571,0.12592,0.12653,-0.7324,1.20387,-0.22247,-1.95193,-1.70292
2933,47,Benzene,Benzene,TS,A,z,30,1.1,-1.82982,-1.73997,-1.37889,-1.46874,-2.21485,-2.125,-2.15518,-2.18932,0.29279,0.29377,0.29463,-0.69564,1.29033,-0.19817,-2.32953,-1.93301
2934,47,Benzene,Benzene,TS,B,y,-30,0.7,7.44108,8.36313,10.39851,9.47646,4.39516,5.31721,5.20088,4.73608,21.11212,21.11351,21.1159,-15.45026,41.78531,-4.1863,-14.59757,7.55118
2935,47,Benzene,Benzene,TS,B,y,30,0.7,9.96084,11.02306,13.38709,12.32487,6.35896,7.42118,7.29928,6.75159,25.69355,25.69166,25.68203,-19.5584,51.15654,-4.72742,-16.45846,10.41227
2936,47,Benzene,Benzene,TS,B,y,-30,0.8,0.54789,1.13464,2.58343,1.99667,-1.50851,-0.92176,-1.01981,-1.30185,9.99455,9.99175,9.99292,-7.9861,21.09897,-2.29065,-10.17362,0.6486
2937,47,Benzene,Benzene,TS,B,y,30,0.8,1.27894,1.92882,3.57654,2.92666,-1.11609,-0.46621,-0.56566,-0.88718,11.922,11.91696,11.90913,-9.49705,24.68518,-2.44185,-11.21137,1.53491
2938,47,Benzene,Benzene,TS,B,y,-30,0.9,-2.10092,-1.72238,-0.69092,-1.06947,-3.50167,-3.12312,-3.20671,-3.37738,4.42631,4.42029,4.41995,-4.15912,10.37714,-1.24139,-7.11172,-2.13508
2939,47,Benzene,Benzene,TS,B,y,30,0.9,-1.91292,-1.51286,-0.36126,-0.76132,-3.5261,-3.12603,-3.20595,-3.39314,5.29067,5.28542,5.28043,-4.61914,11.66343,-1.26704,-7.68136,-1.9041
2940,47,Benzene,Benzene,TS,B,y,-30,0.95,-2.59263,-2.28783,-1.41753,-1.72233,-3.75496,-3.45016,-3.52606,-3.65863,2.83624,2.82988,2.82933,-3.02658,7.21448,-0.91543,-5.95255,-2.68008
2941,47,Benzene,Benzene,TS,B,y,30,0.95,-2.4853,-2.17166,-1.20826,-1.5219,-3.81762,-3.50399,-3.57391,-3.71636,3.44694,3.44278,3.43909,-3.23054,7.96056,-0.91703,-6.37013,-2.55715
2942,47,Benzene,Benzene,TS,B,y,-30,1,-2.77293,-2.52789,-1.79344,-2.03848,-3.74173,-3.49668,-3.5641,-3.66699,1.74547,1.73976,1.73929,-2.22239,4.99015,-0.67771,-4.98741,-2.89736
2943,47,Benzene,Benzene,TS,B,y,30,1,-2.69102,-2.44578,-1.63934,-1.88458,-3.79669,-3.55145,-3.61118,-3.71949,2.19978,2.1972,2.19469,-2.26723,5.40974,-0.66736,-5.28945,-2.81431
2944,47,Benzene,Benzene,TS,B,y,-30,1.05,-2.75807,-2.56176,-1.94175,-2.13805,-3.56944,-3.37314,-3.4316,-3.51137,1.00617,1.00185,1.00166,-1.65152,3.43606,-0.50458,-4.18389,-2.90392
2945,47,Benzene,Benzene,TS,B,y,30,1.05,-2.67373,-2.48317,-1.8076,-1.99816,-3.59598,-3.40542,-3.45538,-3.53727,1.36406,1.36318,1.36175,-1.59961,3.66152,-0.48933,-4.3985,-2.82592
2946,47,Benzene,Benzene,TS,B,y,-30,1.1,-2.62728,-2.47102,-1.94726,-2.10353,-3.31041,-3.15415,-3.20367,-3.26529,0.51224,0.50968,0.50989,-1.24587,2.35655,-0.37829,-3.51496,-2.78257
2947,47,Benzene,Benzene,TS,B,y,30,1.1,-2.52968,-2.38243,-1.81592,-1.96317,-3.30277,-3.15552,-3.19672,-3.2582,0.81016,0.8107,0.81029,-1.13737,2.46907,-0.36218,-3.66385,-2.69432
2948,47,Benzene,Benzene,TS,B,z,-30,0.7,13.01717,13.96221,15.97501,15.02997,10.47569,11.42073,11.31174,10.81956,26.33631,26.32882,26.30788,-17.18144,49.80956,-5.52469,-14.17975,12.92368
2949,47,Benzene,Benzene,TS,B,z,30,0.7,6.64448,7.50619,9.40368,8.54196,3.76078,4.6225,4.50839,4.07978,19.42349,19.42582,19.43435,-14.12409,38.5617,-4.07933,-13.79493,6.56335
2950,47,Benzene,Benzene,TS,B,z,-30,0.8,2.25854,2.76306,4.04915,3.54462,0.75065,1.25518,1.17336,0.92725,10.4373,10.43067,10.42657,-7.2083,20.58152,-2.35304,-8.65435,2.36583
2951,47,Benzene,Benzene,TS,B,z,30,0.8,0.37465,0.92965,2.2909,1.73591,-1.58832,-1.03332,-1.12965,-1.39212,9.27772,9.27631,9.28271,-7.48292,19.8584,-2.28889,-9.69908,0.38751
2952,47,Benzene,Benzene,TS,B,z,-30,0.9,-1.22706,-0.95561,-0.13528,-0.40672,-2.14576,-1.87431,-1.93519,-2.05748,3.7888,3.78512,3.78382,-3.05888,8.18182,-1.0002,-5.35495,-1.23221
2953,47,Benzene,Benzene,TS,B,z,30,0.9,-2.08524,-1.72134,-0.74479,-1.1087,-3.43021,-3.0663,-3.14961,-3.31059,4.11984,4.11444,4.11738,-3.9894,9.94139,-1.26698,-6.83586,-2.15086
2954,47,Benzene,Benzene,TS,B,z,-30,0.95,-1.76752,-1.56758,-0.91293,-1.11287,-2.49403,-2.29409,-2.34625,-2.4319,2.16426,2.162,2.16148,-2.0283,5.09394,-0.65656,-4.23177,-1.82269
2955,47,Benzene,Benzene,TS,B,z,30,0.95,-2.55153,-2.25597,-1.42888,-1.72445,-3.67007,-3.3745,-3.45128,-3.57695,2.63179,2.62536,2.62729,-2.93801,6.96841,-0.94324,-5.74461,-2.65745
2956,47,Benzene,Benzene,TS,B,z,-30,1,-1.92679,-1.7794,-1.2569,-1.40429,-2.50691,-2.35952,-2.40355,-2.46323,1.16018,1.15912,1.15929,-1.37258,3.14934,-0.4349,-3.35529,-2.01342
2957,47,Benzene,Benzene,TS,B,z,30,1,-2.7276,-2.48728,-1.78668,-2.027,-3.66167,-3.42136,-3.49077,-3.58901,1.60546,1.59898,1.60031,-2.18419,4.85812,-0.70443,-4.83149,-2.86199
2958,47,Benzene,Benzene,TS,B,z,-30,1.05,-1.87869,-1.76992,-1.3525,-1.46126,-2.34648,-2.23772,-2.27399,-2.31559,0.55118,0.55112,0.55186,-0.95396,1.93577,-0.29144,-2.67063,-1.98025
2959,47,Benzene,Benzene,TS,B,z,30,1.05,-2.7188,-2.52396,-1.93031,-2.12516,-3.50237,-3.30753,-3.36891,-3.44565,0.90666,0.90105,0.90204,-1.64388,3.37083,-0.52855,-4.06805,-2.86965
2960,47,Benzene,Benzene,TS,B,z,-30,1.1,-1.72844,-1.64833,-1.31423,-1.39434,-2.10934,-2.02923,-2.05825,-2.0873,0.1906,0.19136,0.1925,-0.68479,1.18406,-0.19786,-2.1341,-1.8327
2961,47,Benzene,Benzene,TS,B,z,30,1.1,-2.59849,-2.44127,-1.93796,-2.09517,-3.25919,-3.10197,-3.1549,-3.21484,0.43818,0.43405,0.43488,-1.25607,2.32902,-0.39884,-3.42982,-2.7557
2962,48,Pyridine,Pyridine,TS,,,,0.7,10.65612,11.82932,14.07187,12.89867,7.42732,8.60052,8.48979,7.86797,25.71921,25.7139,25.69593,-21.75199,55.50888,-6.38244,-16.63916,10.73529
2963,48,Pyridine,Pyridine,TS,,,,0.8,0.79622,1.51259,3.05625,2.33988,-1.27156,-0.55518,-0.64626,-1.01267,10.864,10.8569,10.84524,-10.8935,26.21327,-3.20805,-11.19414,0.91758
2964,48,Pyridine,Pyridine,TS,,,,0.9,-2.73165,-2.28976,-1.22403,-1.66592,-4.07945,-3.63756,-3.7126,-3.9274,4.00982,4.00252,3.99608,-5.63122,12.06635,-1.62225,-7.57316,-2.76028
2965,48,Pyridine,Pyridine,TS,,,,0.95,-3.32833,-2.98123,-2.09561,-2.44271,-4.4266,-4.0795,-4.14617,-4.31004,2.19244,2.18642,2.18228,-4.12869,8.11882,-1.16256,-6.24191,-3.41434
2966,48,Pyridine,Pyridine,TS,,,,1,-3.51294,-3.24059,-2.50461,-2.77696,-4.41441,-4.14206,-4.19972,-4.32475,1.01178,1.00782,1.00564,-3.07995,5.43706,-0.83983,-5.15268,-3.63539
2967,48,Pyridine,Pyridine,TS,,,,1.05,-3.45072,-3.23775,-2.626,-2.83897,-4.19641,-3.98344,-4.03217,-4.12735,0.2614,0.25978,0.25923,-2.34463,3.6261,-0.61253,-4.26219,-3.59325
2968,48,Pyridine,Pyridine,TS,,,,1.1,-3.25091,-3.08492,-2.57618,-2.74216,-3.87266,-3.70667,-3.74685,-3.81925,-0.20123,-0.20074,-0.19994,-1.82554,2.40951,-0.45153,-3.53339,-3.40095
2969,48,Pyridine,Pyridine,TS,A,y,-30,0.7,9.37371,10.33511,12.27127,11.30987,6.9283,7.8897,7.79371,7.28851,22.04408,22.03784,22.02626,-17.99099,46.70004,-5.55284,-13.84241,9.3138
2970,48,Pyridine,Pyridine,TS,A,y,30,0.7,9.45941,10.42645,12.36985,11.40282,7.0035,7.97054,7.8741,7.36581,22.18808,22.18178,22.16998,-18.12041,46.9683,-5.53862,-13.8991,9.41016
2971,48,Pyridine,Pyridine,TS,A,y,-30,0.8,0.71034,1.25315,2.51561,1.97281,-0.76977,-0.22697,-0.2996,-0.57331,8.74268,8.73812,8.73364,-8.30722,20.38251,-2.51939,-8.7691,0.7868
2972,48,Pyridine,Pyridine,TS,A,y,30,0.8,0.72532,1.27048,2.53629,1.99113,-0.76007,-0.21491,-0.28772,-0.5628,8.78576,8.78121,8.77646,-8.34939,20.46028,-2.50723,-8.79653,0.80713
2973,48,Pyridine,Pyridine,TS,A,y,-30,0.9,-2.09681,-1.78804,-0.96241,-1.27119,-3.01621,-2.70744,-2.76186,-2.90946,2.99764,2.99492,2.99361,-3.97935,8.63873,-1.14991,-5.61054,-2.10107
2974,48,Pyridine,Pyridine,TS,A,y,30,0.9,-2.10026,-1.79048,-0.96339,-1.27318,-3.02259,-2.7128,-2.76713,-2.9154,3.00685,3.00419,3.00281,-3.9941,8.65758,-1.14252,-5.62366,-2.10271
2975,48,Pyridine,Pyridine,TS,A,y,-30,0.95,-2.49552,-2.26173,-1.59379,-1.82757,-3.22949,-2.9957,-3.04243,-3.15063,1.56602,1.56417,1.56405,-2.82154,5.57166,-0.78293,-4.50455,-2.53736
2976,48,Pyridine,Pyridine,TS,A,y,30,0.95,-2.50101,-2.26667,-1.5978,-1.83215,-3.23727,-3.00293,-3.04956,-3.15813,1.56857,1.56679,1.56667,-2.83088,5.57978,-0.77738,-4.51347,-2.54194
2977,48,Pyridine,Pyridine,TS,A,y,-30,1,-2.56617,-2.38884,-1.84822,-2.02555,-3.15774,-2.98041,-3.02006,-3.09932,0.67614,0.6752,0.676,-2.04376,3.57446,-0.53783,-3.62705,-2.63418
2978,48,Pyridine,Pyridine,TS,A,y,30,1,-2.57203,-2.39439,-1.85322,-2.03086,-3.16544,-2.9878,-3.02733,-3.10682,0.67519,0.67432,0.67516,-2.0501,3.57726,-0.5337,-3.63304,-2.63959
2979,48,Pyridine,Pyridine,TS,A,y,-30,1.05,-2.45511,-2.32045,-1.88251,-2.01718,-2.9367,-2.80204,-2.8351,-2.89321,0.13805,0.13802,0.1395,-1.51708,2.28249,-0.37378,-2.92982,-2.53818
2980,48,Pyridine,Pyridine,TS,A,y,30,1.05,-2.46051,-2.32571,-1.8875,-2.02229,-2.94355,-2.80875,-2.84159,-2.89989,0.13535,0.13539,0.13693,-1.52177,2.2828,-0.37071,-2.93377,-2.54345
2981,48,Pyridine,Pyridine,TS,A,y,-30,1.1,-2.25387,-2.15163,-1.79639,-1.89863,-2.64954,-2.5473,-2.57433,-2.61698,-0.17473,-0.17394,-0.17198,-1.15643,1.45159,-0.2634,-2.37468,-2.34292
2982,48,Pyridine,Pyridine,TS,A,y,30,1.1,-2.25824,-2.15634,-1.80099,-1.90289,-2.65515,-2.55324,-2.58002,-2.6226,-0.17823,-0.17737,-0.17534,-1.16023,1.45087,-0.26111,-2.37723,-2.3477
2983,48,Pyridine,Pyridine,TS,A,z,-30,0.7,5.82416,6.48568,7.97516,7.31365,3.96171,4.62323,4.53833,4.20801,15.37773,15.37665,15.38385,-10.63694,30.51703,-4.12995,-10.38687,5.36328
2984,48,Pyridine,Pyridine,TS,A,z,30,0.7,22.71094,24.03202,26.1767,24.85562,19.78101,21.10209,21.01284,20.28389,37.33902,37.32999,37.29018,-34.34218,82.39065,-9.33579,-17.17246,21.54022
2985,48,Pyridine,Pyridine,TS,A,z,-30,0.8,0.3495,0.74592,1.75534,1.35892,-0.84455,-0.44813,-0.51686,-0.70409,6.64386,6.641,6.64625,-5.23852,14.29135,-2.01456,-6.84527,0.193
2986,48,Pyridine,Pyridine,TS,A,z,30,0.8,3.56713,4.24421,5.54851,4.87143,1.96363,2.64071,2.57883,2.21572,12.09294,12.08749,12.06984,-14.52222,31.9683,-4.08074,-10.02994,3.3354
2987,48,Pyridine,Pyridine,TS,A,z,-30,0.9,-1.56211,-1.32315,-0.64054,-0.8795,-2.33913,-2.10017,-2.15394,-2.26032,2.58146,2.57815,2.57979,-2.6173,6.46618,-0.97231,-4.54538,-1.66881
2988,48,Pyridine,Pyridine,TS,A,z,30,0.9,-2.13878,-1.78935,-0.98346,-1.33289,-3.04342,-2.69399,-2.73959,-2.91793,2.89535,2.89363,2.88726,-6.4755,11.89246,-1.78252,-5.96697,-2.33253
2989,48,Pyridine,Pyridine,TS,A,z,-30,0.95,-1.86298,-1.67785,-1.1166,-1.30173,-2.49558,-2.31044,-2.35686,-2.43667,1.50113,1.49836,1.49926,-1.87843,4.30315,-0.67694,-3.71479,-1.96701
2990,48,Pyridine,Pyridine,TS,A,z,30,0.95,-2.93291,-2.68083,-2.04638,-2.29847,-3.62627,-3.37418,-3.4132,-3.53739,0.95197,0.95205,0.94966,-4.47877,7.15943,-1.19107,-4.63007,-3.14048
2991,48,Pyridine,Pyridine,TS,A,z,-30,1,-1.93586,-1.79289,-1.33125,-1.47422,-2.4547,-2.31173,-2.35097,-2.41066,0.79828,0.79642,0.79708,-1.36882,2.8472,-0.47354,-3.04314,-2.0383
